Apelido,Username,Data/Hora,Respondendo,Texto,link_img,Comentarios,Retweets,Likes
pitbull treinado doutrinado vacinado e capacitado水,,2020-12-31T23:56:17.000Z,"feliz ano novo meus amores

lembrem que jacaré que dorme vira polo",,https://pbs.twimg.com/media/Eqmrdr-XYAEF0gj?format=jpg&name=small,1,,8
Carol ConCê,@Carolina_Skb,2020-12-31T23:57:27.000Z,FELIZ ANO NOVO PORRA!!!! VEM VACINA!!!,,https://pbs.twimg.com/media/EqmrxMMXMAAl5xg?format=jpg&name=small,,1,6
Jornalismo TV Cultura,@jornal_cultura,2020-12-31T23:54:25.000Z,"A Organização Mundial da Saúde (OMS) concedeu, nesta quinta-feira (31), ao imunizante desenvolvido pela Pfizer e pela BioNTech a primeira aprovação emergencial para o uso de uma vacina.","OMS emite primeira validação de uso emergencial à vacina da Pfizer
Especialistas em regulação convocados e equipes próprias da OMS revisaram dados sobre a segurança, eficácia e qualidade da vacina
cultura.uol.com.br",https://pbs.twimg.com/card_img/1361297301126447105/NZce4ELd?format=jpg&name=small,1,3,32
Dancing With The Devil,@eucrisgodoy,2020-12-31T23:57:23.000Z,As pessoas amanhã vendo que nada mudou e que o corona segue firme por aí:,,https://pbs.twimg.com/media/EqmrwTwXIAUSsHe?format=jpg&name=small,,5,45
Ronaldo,@MinduimYLibros,2020-12-31T23:59:06.000Z,"Feliz Ano Novo, pessoal!!! Que 2021 traga muita paz, amor, esperança, saúde e vacina!!! E que todos os nossos sonhos se realizem!!! Obrigado pela companhia e amizade durante a quarentena e continuem se cuidando!!! Se precisarem de mim, sabem que podem contar sempre!!! ",,https://pbs.twimg.com/ext_tw_video_thumb/1344795129979301890/pu/img/OHyN2b6JXc0m9DWM.jpg,10,2,36
Solar,@Solar_Direita,2020-12-31T23:54:07.000Z,Doria prorroga quarentena até fevereiro- DORIA+TERROR=VACINA,"Doria prorroga quarentena até fevereiro
O governo de São Paulo publicou no Diário Oficial do Estado desta quinta-feira (31) o decreto 65.437 que estende até 7 de fevereiro a quarentena por conta
republicadecuritiba.net",https://pbs.twimg.com/card_img/1362604864388407296/Bx6A_0tu?format=jpg&name=small,,2,5
TV Cultura,@tvcultura,2020-12-31T23:54:37.000Z,"A Organização Mundial da Saúde (OMS) concedeu, nesta quinta-feira (31), ao imunizante desenvolvido pela Pfizer e pela BioNTech a primeira aprovação emergencial para o uso de uma vacina.","OMS emite primeira validação de uso emergencial à vacina da Pfizer
Especialistas em regulação convocados e equipes próprias da OMS revisaram dados sobre a segurança, eficácia e qualidade da vacina
cultura.uol.com.br",https://pbs.twimg.com/card_img/1361297301126447105/NZce4ELd?format=jpg&name=small,,,19
𝔏𝔲𝔠𝔞𝔰,@Lucoooos,2020-12-31T23:51:56.000Z,morre corona caralho inferno,,https://pbs.twimg.com/media/Eqmqf2bXAAIeg7h?format=jpg&name=small,4,2,30
brenda,@beucaldas,2020-12-31T23:59:25.000Z,"meu maior desejo pra 2021 (além da vacina, claro) é que as pessoas tenham mais consciência. social e de classe. que consigam pensar mais no coletivo e se enxergar como parte do todo. nós somos o problema. espero que sejamos tbm a solução. 
 feliz ano novo ",GIF,https://pbs.twimg.com/tweet_video_thumb/EqmsNvAXYAEX8z3.jpg,,,2
Lito Santos,@JoselitoRochad3,2020-12-31T23:58:36.000Z,"Jane Bittencourt Confeitaria, desejamos a todos 2021 harmonia, vacina e saúde.",,https://pbs.twimg.com/media/EqmsBqXWMAECrU_?format=jpg&name=medium,,1,2
h,@sailorhlo,2020-12-31T23:54:20.000Z,feliz ano novo amigos que 2021 seja bom tenha vacina e alegria pra todos !,,https://pbs.twimg.com/media/EqmrDegXMAAbgIf?format=jpg&name=small,1,,6
Matheus,@mcsmonte,2020-12-31T23:57:15.000Z,"2020 que ano filha da puta! Vai timbora ! 

2021.... vamos de boa... 

Feliz ano novo moçada que tudo melhore, a vacina chegue e o salnorabo caia! 

//

Happy new year everyone! 2020 was not the best year, but I really hope that 2021 will be easy with us!",,https://pbs.twimg.com/media/EqmruPYXMAAOVyH?format=jpg&name=medium,,,5
CEemPortugal,@CE_PTrep,2020-12-31T23:59:00.000Z,"Olá 2021, adeus COVID19! 
Quais são os seus desejos para 2021?
Nós gostaríamos de abraçar os nossos familiares sem nos preocupar!
A vacinação contra COVID-19 teve início a 27 de dezembro de 2020 em toda a União Europeia » http://ec.europa.eu/covid-19-vaccines…
#StrongerTogether #VaccinesWork",,https://pbs.twimg.com/media/EqkP_1SXMAwu-U7?format=jpg&name=small,,1,6
Piadas NFL,@piadas_nfl,2020-12-31T23:57:12.000Z,"2020 foi um ano difícil, mas chegamos até ao final e já vamos iniciar 2021.

Agradeço a todos vocês que nos acompanharam nas nossas redes durante esse ano. Amo vocês pra caramba! 
Que 2021 seja de paz, amor, muita saúde e vacina!

Ah, que tenha mtos TOUCHDOWNS também ",,https://pbs.twimg.com/media/EqmqRulXAAA9Hq3?format=jpg&name=small,,1,39
Donizete Arruda,@donizetearruda7,2020-12-31T23:57:24.000Z,"VENHA 2021!
Com qualquer vacina que nós livre desse maldito vírus.",,https://pbs.twimg.com/ext_tw_video_thumb/1344794421775233031/pu/img/aTUw5rpxj9p_0zR-.jpg,5,4,43
juliø,@ithegrayman,2020-12-31T23:55:58.000Z,"mano eu quero que tudo dê muito certo, que a pandemia acabe, que as vacinas sejam eficazes, que a vacina chegue logo e outro desejo muito pessoal, se eu conseguir reunir meu grupo do ensino médio novamente (eles são meu tudo ainda) eu vou ser a pessoa mais feliz desse mundo!!",,https://pbs.twimg.com/media/EqmrbiaXIAczo5A?format=jpg&name=small,,,4
Leandro Carneiro,@leandrocarneiro,2020-12-31T23:54:23.000Z,Isso. Tudo que desejo para todos. Vacina. Agulha. Seringa. Vida.,"Comentar o Tweet
André Hernan
@andrehernan
 · 31 de dez de 2020
Feliz vacinação pra todo mundo! Que as agulhadas sejam deliciosas como a vida deve ser! 
 #2021",https://pbs.twimg.com/profile_images/1297758958015385601/XP2FO0kH_mini.jpg,1,,2
Estadão,@Estadao,2021-01-01T23:00:01.000Z,"Sem máscara, Bolsonaro nada com banhistas e gera aglomeração em Praia Grande (SP)","Sem máscara, Bolsonaro nada com banhistas e gera aglomeração em Praia Grande (SP) - Saúde - Estadão
Presidente saltou de embarcação em direção a faixa de areia, aproximando-se de frequentadores e sem adotar medidas de distanciamento social
saude.estadao.com.br",https://pbs.twimg.com/card_img/1362909563771584514/z17E6cjc?format=jpg&name=small,"3,4 mil",498,"1,7 mil"
clara #forabolsonaro,@clarafrtdd,2021-01-01T23:52:32.000Z,"só quero paz, saúde, impeachment e vacina, o resto da pra correr atrás ",,https://pbs.twimg.com/media/Eqr0O2mXIAMd5Y1?format=jpg&name=360x360,1,,23
Blog do Noblat,@BlogdoNoblat,2021-01-01T23:53:07.000Z,"João Campos chora, declara-se a Tábata e promete luta por vacina no Recife - 01/01/2021 - UOL Notícias https://noticias.uol.com.br/politica/ultimas-noticias/2021/01/01/posse-joao-campos-recife.htm… 
@UOLNoticias
 #UOL","João Campos chora, declara-se a Tábata e promete luta por vacina no Recife [01/01/2021]
O novo prefeito do Recife, João Campos (PSB), 27, tomou posse no fim da tarde de hoje em u...
noticias.uol.com.br",https://pbs.twimg.com/card_img/1361317345503961091/y2DOryYu?format=png&name=small,28,15,124
garbage,@gabiagomes,2021-01-01T23:55:43.000Z,Acabou o corona já? ,,https://pbs.twimg.com/media/Eqr09ZmXIAwKPPi?format=jpg&name=small,4,,67
lilice,@psyzduck,2021-01-01T23:58:52.000Z,beijei todos que estavam na praia comemorando o fim do corona,"Comentar o Tweet
tori
@sinktulips
 · 1 de jan
qual foi a primeira coisa que vocês fizeram em 2021?
Mostrar esta sequência",https://pbs.twimg.com/profile_images/1362892614064889858/xjbxBikz_mini.jpg,1,,11
Ana Carolina Lopes,@cagol,2021-01-01T23:58:26.000Z,Meu primo postou essa foto do meu avô e eu to morrendo de saudade!!! Kd essa vacina??,,https://pbs.twimg.com/media/Eqr1lTiXMAERtab?format=jpg&name=medium,,,3
joão,@olinonilo,2021-01-01T23:57:50.000Z,2021 VOCÊ PROMETEU QUE O CORONA IA ACABAR,GIF,https://pbs.twimg.com/tweet_video_thumb/Eqr1cgYXcAAY4v9.jpg,,1,3
Dados da COVID-19 no Brasil,@covid19brbot,2021-01-01T23:57:17.000Z," [ATUALIZAÇÃO] 
 Fonte: Secretarias Estaduais de Saúde (https://covid19br.wcota.me)
 Brasil tem 7.702.582 casos e 195.509 óbitos por #coronavirus.
 Aumento de 22.894 casos e 457 óbitos em relação ao dia anterior.",,https://pbs.twimg.com/media/Eqr1UsMW4AE0NGm?format=jpg&name=small,1,2,3
Episódio de Evangelion 2021,@JocaNog1,2021-01-01T23:57:09.000Z,olá vacina ,"Comentar o Tweet
Kayro63
@kaaay63
 · 1 de jan",https://pbs.twimg.com/profile_images/1361087671574159362/IGuqAFGK_mini.jpg,,1,3
Valentina,@valentinafsv_,2021-01-01T23:58:56.000Z,A vacina e tirar a poeira do passaporte MEU DEUS EU PRECISO,"Comentar o Tweet
𝙴𝚕𝚕𝚊
@lmjactiviste
 · 31 de dez de 2020
Que  2021 nos traga:",https://pbs.twimg.com/profile_images/1355919749629272068/bAm_SXPo_mini.jpg,,,3
Jornalismo TV Cultura,@jornal_cultura,2021-01-01T21:49:37.000Z,"""Bolsonaro gosta mesmo é do cheiro da morte, do cheiro da pólvora e do cheiro do dinheiro das rachadinhas. Presidente: trabalhe mais e fale menos"", disse Doria pelo Twitter.","Doria rebate críticas de Bolsonaro e diz que presidente ""gosta mesmo é do cheiro da morte""
Presidente criticou governador e ironizou medidas de contenção do novo coronavírus durante live na última quinta (31)
cultura.uol.com.br",https://pbs.twimg.com/card_img/1361331784604995592/moYOFGxd?format=jpg&name=small,14,23,165
Muylaerte,@muylaerte,2021-01-01T23:49:26.000Z,"A Argentina aprovou uso da vacina contra a Covid-19 desenvolvida pela AstraZeneca e pela Universidade de Oxford.

Anvisa também já concluiu análise de documentos relativos às fases 1, 2 e 3  apresentados pela AstraZeneca","Anvisa termina análise de documentos já apresentados pela AstraZeneca para vacina da Covid
Agência reguladora explica, no entanto, que a empresa ainda pode submeter novas análises. Fiocruz prevê entrega final até 15 de janeiro.
g1.globo.com",https://pbs.twimg.com/card_img/1362414922278326278/1eeojW9y?format=jpg&name=small,,2,15
carol,@jjkfalls,2021-01-01T23:50:39.000Z,eu tô torcendo muito pra esse presidente pegar um corona caótico e morrer juro por deus,"Comentar o Tweet
BandNews TV
@bandnewstv
 · 1 de jan
O presidente Jair Bolsonaro passou o primeiro dia de 2021 em Praia Grande, no litoral de São Paulo. Ele mergulhou no mar e se aglomerou com as pessoas na água.",https://pbs.twimg.com/profile_images/1107743253909196800/QhoEmcgW_mini.png,,,3
carolina,@soleillouvre,2021-01-01T23:58:48.000Z,quase o segundo dia do ano e nenhuma vacina no meu braço estou sentindo é ódio,"Comentar o Tweet
eguinha pocotó
@Lshwt
 · 1 de jan
gnt ceis tb tão sentindo uma vibe boa??
Mostrar esta sequência",https://pbs.twimg.com/profile_images/1362407244864905218/ajH2UFlu_mini.jpg,1,,2
Alerquim,@vincentmoschen,2021-01-01T23:54:35.000Z,Eu odeio o ser humano. Por mim o corona podia matar todos nós.,"Comentar o Tweet
UOL Notícias
@UOLNoticias
 · 1 de jan
Cão perde parte da boca após rojão ter sido amarrado ao corpo, diz PC http://zpr.io/Hvw6E",https://pbs.twimg.com/profile_images/1145769146996723712/a2YGX3rT_mini.png,,,3
Jornal do Comércio,@JC_RS,2021-01-01T23:55:36.000Z,"#Coronavírus: Foram mais de 2,2 mil novos casos de #Covid19 nesta sexta-feira no #RioGrandedoSul","Rio Grande do Sul se aproxima das 9 mil mortes na pandemia
O Rio Grade do Sul soma 451.912 casos e alcançou 8.917 óbitos até 31 de dezembro de 2020
jornaldocomercio.com",https://pbs.twimg.com/card_img/1361338806591438854/GL5A1fuq?format=jpg&name=small,,1,2
Vem Pra Rua Brasil,@VemPraRua_br,2021-01-01T23:48:31.000Z,"Enquanto Israel e EUA incentivam a vacinação, Bolsonaro alimenta teorias da conspiração de todo tipo. Isso porque são países admirados por Bolsonaro.
Incoerência sempre foi a marca do petismo, não seria diferente no bolsopetismo.",,https://pbs.twimg.com/media/EqrzUUfXEAElg6f?format=jpg&name=small,28,114,756
Vinícius Batista,@viniciusbat1sta,2021-01-01T23:56:39.000Z,"Enquanto alguns presidentes correm atrás da vacina para a população, o nosso faz isso aí.

Parabéns aos envolvidos. ","Comentar o Tweet
BandNews TV
@bandnewstv
 · 1 de jan
O presidente Jair Bolsonaro passou o primeiro dia de 2021 em Praia Grande, no litoral de São Paulo. Ele mergulhou no mar e se aglomerou com as pessoas na água.",https://pbs.twimg.com/profile_images/1107743253909196800/QhoEmcgW_mini.png,,,3
projota chorando,@poupeedeluxe,2021-01-01T23:48:49.000Z,eu depois da vacina,"Comentar o Tweet
BBC News Brasil
@bbcbrasil
 · 1 de jan
Os pandas em zoológico que acasalam após dez anos de tentativa #BombounaBBC  https://bbc.in/2WFcHUT",https://pbs.twimg.com/profile_images/1004666132253507584/gTEhhS7D_mini.jpg,,,3
dra stranja,@bencwings,2021-01-01T23:48:46.000Z,"quando você tomar vacina e virar um crocodilo, qual será seu primeiro ato crocodilastico? — vou pegar meu lugarzinho na lagoa da pampulha antes que la fique lotado","bengwings
CuriousCat is a Q&A social network that allows you to connect with your followers and know new people.
curiouscat.qa",https://pbs.twimg.com/card_img/1360767085396246534/5mEFvHHD?format=jpg&name=240x240,,,2
Wanderson,@wandersondia,2021-01-02T23:52:16.000Z,Nem o próprio país quis sua própria vacina e nos que somos gados kkkk,,https://pbs.twimg.com/media/Eqw9w6UW4AElYvK?format=jpg&name=small,,3,12
drica lrg,@adrianelrg,2021-01-02T23:54:06.000Z,E ainda tem paulista que quer ou vai tomar coronavac ????,,https://pbs.twimg.com/media/Eqw-K6VXUAASMnh?format=jpg&name=small,1,2,8
Conservador@ - Rosa,Conservador@ - Rosa,2021-01-02T23:45:51.000Z,"DÓRIA? 
A empresa chinesa Sinovac Biotech Ltd. está atrasando o lançamento dos resultados de um ensaio clínico de fase III de sua vacina contra o vírus da COVID-19 até janeiro. Antes disso, a Sinovac adiou 2 vezes o anúncio, o que levantou dúvidas sobre a eficácia da vacina.",,https://pbs.twimg.com/media/Eqw8K1WXAAAid2I?format=png&name=small,2,9,23
EU VENCI A DEPRESSÃO,@raquelmotaa_,2021-01-02T23:47:04.000Z,Eu achando que o corona foi embora ,,https://pbs.twimg.com/media/Eqw8keVXIAADVou?format=jpg&name=small,,,2
Leila,@leilaaguia,2021-01-02T23:55:45.000Z,Parece q tem variante do vírus! Vai pro fã clube propagar q inseriram Luftal no protocolo !,,https://pbs.twimg.com/media/Eqw-j8-XAAARvlZ?format=jpg&name=small,,,3
ANDRE TAVARE FIGUERREDO MORÃO,@TavareMorao,2021-01-02T23:57:14.000Z,"China importando 100 milhões de doses de vacina da Pfizer, da Alemanha, para aplicação nos altos oficiais e membros do PCC.
Antes que os fake caçadores de fake News se manifestem, a fonte é a agência de notícias internacional NTD News. ",,https://pbs.twimg.com/media/Eqw-5y5XAAAHLsu?format=jpg&name=small,,2,2
Igor de Lima,@IgordeL03249558,2021-01-02T23:51:13.000Z,Sem vacina e sem auxílio emergencial. Este é o Tucanistao Canalha hipócrita de São Paulo.,"Paulistanos iniciam 2021 sem receber auxílio prometido por Covas
A prefeitura garantiu o pagamento do auxílio até 31 de dezembro, mas cerca de 18 mil entre 480 mil famílias não receberam o dinheiro
metropoles.com",https://pbs.twimg.com/card_img/1363129103881285635/SvuD70oI?format=jpg&name=small,1,2,5
"june swanson
(78% bbb energy)",@junysantana,2021-01-02T03:42:37.000Z,Com que idade vocês perceberam que essa parte de baixo da geladeira é pra colocar vinagrete?,,https://pbs.twimg.com/media/Eqso5YUW8AUjsoo?format=jpg&name=small,971,"5,6 mil",38 mil
Fenotipicamente gostosa,@Hanid_R,2021-01-02T23:46:45.000Z,"Eu fazia isso pelo menos uma vez por mês antes do corona. É terapêutico.

Corona, por favor, se saia que eu quero me sentir adulta e autossuficiente de novo.","Comentar o Tweet
Léo
@oleoaleatorio
 · 1 de jan
Você é tão bem resolvido que consegue ir ao cinema sozinho?
Mostrar esta sequência",https://pbs.twimg.com/profile_images/1314018183024697344/ZYkuJ-qZ_mini.jpg,2,,11
caipirinha de alcaparra,@solipzismo,2021-01-02T23:40:57.000Z,"Em resposta a 
@marianrinha","hahaha não sei se você sabe mas a 
@kallanapaula
 tem a mania de apresentar os outros pra pessoas incríveis e um dia saímos juntos e pra mim quem senta no meio fio a noite já é amigo, te achei aqui e segui ",https://abs-0.twimg.com/emoji/v2/72x72/1f601.png,2,,1
Diario Primicia,@DiarioPrimicia,2021-01-02T23:52:38.000Z,#Salud | OMS avala vacuna Pfizer contra Covid para uso de emergencia,"OMS avala vacuna Pfizer contra Covid para uso de emergencia - Diario Primicia
La agencia de salud de la ONU señaló que su revisión encontró que la vacuna de Pfizer-BioNTech “cumplía con los criterios de inocuidad y eficacia establecidos por la OMS”.
primicia.com.ve",https://pbs.twimg.com/card_img/1362587024641900547/IbdjzFKu?format=jpg&name=small,,1,1
fifito,@fifito_ffc,2021-01-02T23:56:59.000Z,meu amigo q desperdício de vacina,"Comentar o Tweet
𝐧𝐢𝐜𝐤 ⚥︎
@ilysm_av
 · 2 de jan
que 2021 traga isso   pra eu poder ir nisso
Mostrar esta sequência",https://pbs.twimg.com/profile_images/1356219836687396864/SNTG6hc5_mini.jpg,2,,22
A. M. de Alcantara,@AMdeAlcantara,2021-01-02T23:54:01.000Z,"Segundo consta a divulgação será na próxima semana. Portanto, antes do dia 25/Jan.

Que venham todas as vacinas.

O coronavírus não tem alma, cérebro, cheiro, religião, partido, ídolo político.
Nem ser vivo ele é.

.","Comentar o Tweet
Adilson Rocha
@Adilsoncapel
 · 2 de jan
Em resposta a @jdoriajr
Pirou? Como vai pedir registro sem divulgar eficácia?",https://pbs.twimg.com/profile_images/891984652340264961/hoT_MgPI_mini.jpg,1,2,8
Celso de O.S.,@celsodeos,2021-01-02T23:54:07.000Z,"Queria ter sangue frio pra ver isso e não ficar REVOLTADO.

(PS The Economist não sabe ou não admite que a Bolívia tem um plano de vacinação mt mais desenvolvido que o nosso? Se bem que eles não vão dar o braço a torcer pro MAS né, panfletinho golpista safado.)","Comentar o Tweet
Jeff Nascimento
@jnascim
 · 2 de jan
 Quando vacinas contra a #Covid19 estarão amplamente disponíveis:
 Até Mar/22 
 Até Jun/22 
 Em 2022 
 Abr/22–2023 ",https://pbs.twimg.com/profile_images/1360347509273620481/g449YXng_mini.jpg,,,3
244 000 || Minha familia irá se vacinar!!!,@marcelo__biomed,2021-01-02T23:52:18.000Z,"Por mim, esses serão os últimos a tomarem a vacina. E se morrerem, que se foda-se. Não se tem empatia com quem não merece","Comentar o Tweet
Covidfest
@BCovidfest
 · 2 de jan
Rio de Janeiro agora

#pandemic #covid_19 #COVIDFest",https://pbs.twimg.com/profile_images/1360956525586616325/fi3eWBQe_mini.jpg,1,,4
Público,@Publico,2021-01-02T23:48:33.000Z,"Coronavírus: Sem dados sobre efeitos do Natal, Marcelo quer renovar o estado de emergência por oito dias","Sem dados sobre efeitos do Natal, Marcelo quer renovar o estado de emergência por oito dias
O estado de emergência, decretado a 9 de Novembro, foi renovado até 7 de Janeiro, com recolher obrigatório nos concelhos de risco de contágio mais elevado.
publico.pt",https://pbs.twimg.com/card_img/1361109523801505792/yF_3yZXG?format=jpg&name=small,2,6,10
Rogério ...,@rogerio_sinesio,2021-01-02T23:59:09.000Z,Cuba garantirá distribuição gratuita de vacina contra Covid a países latino-americanos,"OPAS garantirá distribuição da vacina cubana contra Covid a países latino-americanos
Governo socialista se associou com a Organização Pan-Americana de Saúde, que comprará dezenas de milhares de doses da vacina Soberana
dialogosdosul.operamundi.uol.com.br",https://pbs.twimg.com/card_img/1363148056733102082/psudg59F?format=jpg&name=small,,,2
petalaz,@anaizaaaaaa,2021-01-02T23:52:58.000Z,"quais cidades do nordeste vc pretende visitar um dia? ( se é que tem alguma ) — praticamente todas, pelo menos uma em cada estado
mas esse ano vou da prioridade a salvador e recife (fvck corona)","anaizaa
CuriousCat is a Q&A social network that allows you to connect with your followers and know new people.
curiouscat.qa",https://pbs.twimg.com/card_img/1362620082560528385/aYrKOov4?format=jpg&name=240x240,3,,3
Doctor Who Brasil,@doctorwhobrasil,2021-01-02T23:47:29.000Z,"Em resposta a 
@renatastone","A saudade era mútua! A gente reajustou a rotina aqui, agora os trabalhos voltaram ",https://abs-0.twimg.com/emoji/v2/72x72/1f604.png,1,,3
Elcy,@Elcy48639336,2021-01-02T23:51:17.000Z,Fiocruz deve pedir até quarta-feira autorização para uso emergencial da vacina de Oxford,"Fiocruz deve pedir até quarta-feira autorização para uso emergencial da vacina de Oxford - Terra...
A Fundação Oswaldo Cruz (Fiocruz) deve pedir à Agência Nacional de Vigilância Sanitária (Anvisa), até
terrabrasilnoticias.com",https://pbs.twimg.com/card_img/1363129087758336002/N3VUgmhh?format=jpg&name=small,,1,1
Brasil,@MAUROROBERTO13,2021-01-03T23:55:27.000Z,"Aglomeração uma Ova! 

Quem está espalhando o nova variante do #VirusChines no mundo?",,https://pbs.twimg.com/media/Eq2IFYkXYAIJqrI?format=jpg&name=small,2,1,7
Allan Rendeiro,@allanrendeiro,2021-01-03T23:56:43.000Z,"Os desastres provocados pelas decisões do 
@STF_oficial
 já passaram do limite da razoabilidade.
Toma a VACHINA e RIP.","Comentar o Tweet
Gilmar Mendes
@gilmarmendes
 · 3 de jan
Os atrasos e recalcitrâncias na importação das vacinas já passam do tolerável. Países vizinhos já estão iniciando a imunização. Estabelecer um cronograma de vacinação é medida urgente. A ignorância não pode prevalecer sobre a ciência.",https://pbs.twimg.com/profile_images/859502080284925953/bqWnJDOz_mini.jpg,,,8
Valmir Gonçalves de,@HerisValmir,2021-01-03T23:55:22.000Z,"Em resposta a 
@gilmarmendes",O Sr. já pensou na possiblidade deles não quererem comprar a vacina? ,https://abs-0.twimg.com/emoji/v2/72x72/1f60f.png,2,2,16
Claudio R.,@Claudiojrocha1,2021-01-03T23:50:01.000Z,"Respeito e vacina. 
#Fantastico
#Vacinajá",,https://pbs.twimg.com/media/Eq2G1rHXAAYGeH1?format=jpg&name=small,1,2,7
⋆* ༻⋆* ♡༻⋆*,@baddielorena,2021-01-03T23:53:33.000Z,virei essa porra toda #xo corona vírus,,https://pbs.twimg.com/media/Eq2HoTFXMAAPl5y?format=jpg&name=small,1,,6
Horacio Hudson,@horaciohudson,2021-01-03T00:22:21.000Z,"Não existia aglomeração na praia.
Todos estavam usando máscaras.
Mas eis que chega Bolsonaro!!!!
As pessoas jogaram suas máscaras na água e se aglomeraram. kkkkkkkkk",,https://pbs.twimg.com/media/EqxDocKWMAM_ifw?format=jpg&name=small,13,72,381
Allan em,@limalblue,2021-01-03T23:55:46.000Z,"73,3% das mortes de covid-19 são de idosos e se um jovem pega fica assintomático ou com um sintoma ou outro e nem o desgoverno tá preocupado com vacina #Fantastico",,https://pbs.twimg.com/media/Eq2HxKpXUAEc4Rn?format=png&name=small,,1,2
*Selma Moraes*,@sj44780154,2021-01-03T23:53:42.000Z,"Vacina já.
#Vidasbrasileirasimportam","Comentar o Tweet
Rachel Medeiros - #100%MORO
@DosRigoni
 · 3 de jan
#VidasBrasileirasImportam
#VacinaJa",https://pbs.twimg.com/profile_images/1350184885609234438/vsime0Gg_mini.jpg,,4,3
Muylaerte,@muylaerte,2021-01-03T23:55:14.000Z,"Descaso na pandemia - Minha maior aflição é quanto à imunização imediata dos idosos. É preciso, o quanto antes, poupar a vida daqueles que ajudaram a construir o Brasil e sustentaram a classe política, esfolados por impostos.",,https://pbs.twimg.com/media/Eq2HmSMW4AY0693?format=jpg&name=small,,19,46
ninatuitabrasil 2.0,@anatuitaeluta,2021-01-03T23:52:41.000Z,"É isso! Certamente teremos vacinação privada e não pública no Brasil, por absoluta incompetência e ausência de Estado! #VacinaJa","Comentar o Tweet
Marcio Pochmann
@MarcioPochmann
 · 3 de jan
Desorganização do ministério da saúde destrói o aprendizado acumulado por campanhas passadas de vacinação pública. Agora, empresas tomam a frente, fazem avançar a privatização das vacinas, com importações e extraordinário lucro esperado no atendimento de segmentos de alta renda.",https://pbs.twimg.com/profile_images/1078315299794051073/qPL7AAcz_mini.jpg,2,,5
"Cleber Lourenço
(de
)",@ocolunista_,2021-01-03T23:19:58.000Z,"> A vacina precisa de duas doses para estar completamente imunizado

> A vacina não cria imunidade instantânea, nenhuma cria.

> O jornalismo brasileiro deu um show de irresponsabilidade na pandemia e durante o governo Bolsonaro.",,https://pbs.twimg.com/media/Eq1_9e1XUAEBT6U?format=jpg&name=small,7,40,220
Alessandrine Silva,@alessandrinepon,2021-01-03T23:48:01.000Z,VACINA GRATUITA E PARA TODOS JÁ !,"Comentar o Tweet
Marcelo Freixo
@MarceloFreixo
 · 3 de jan
Clínicas privadas estão comprando 5 milhões de doses de vacina. Não permitiremos que a imunização seja tratada como privilégio. Ela é direito de todos, tem que seguir critérios do SUS e ser feita gratuitamente, priorizando grupos de risco, não quem tem dinheiro p/ furar a fila.",https://pbs.twimg.com/profile_images/1157375419554902016/cY9N54G0_mini.jpg,,1,9
Duda® ¯\_(ツ)_/¯,@dvda2017,2021-01-03T23:54:36.000Z,"Status de brasileiro é dizer que pode pagar pelo que já pagamos via impostos.

Para que pressionar pela vacinação gratuita se eu posso pagar?
Para que escola pública de qualidade se eu posso pagar?
Para que hospital público se eu tenho plano de saúde?

Burrice pouca é bobagem.","Comentar o Tweet
Alvaro Dias
@alvarodias_
 · 3 de jan
Clínicas particulares negociam compra de 5 milhões de vacinas indianas contra Covid, diz associação",https://pbs.twimg.com/profile_images/1345756812541382658/hwnFP_ti_mini.jpg,3,2,4
rapha,@raphaelviicente,2021-01-03T23:46:46.000Z,CORONA VÍRUS POR CAUSA DE VC EU N CONSIGO ASSISTIR ESSE VÍDEO SEM PENSAR NO ABSURDO Q ELE É,"Comentar o Tweet
gab anti karol conká
@gab_chase
 · 3 de jan
Relembrar é viver: fãs de Sense8 promovem beijaço contra o cancelamento da série pela Netflix",https://pbs.twimg.com/profile_images/1357944961614958593/TQuJz0lS_mini.jpg,4,8,112
Gilberto Natalini,@gnatalini,2021-01-03T23:58:33.000Z,Vacina já !!!,,https://pbs.twimg.com/ext_tw_video_thumb/1345882176668262403/pu/img/eNwFlsIC3jNo7jWg.jpg,2,11,23
A Gazeta ES,@AGazetaES,2021-01-03T23:52:16.000Z,Clínicas particulares negociam compra de vacina indiana contra Covid-19 [ https://leia.ag/xl41on ],"Clínicas particulares negociam compra de vacina indiana contra Covid-19
O infectologista capixaba Lauro Ferreira Pinto, que é sócio de um dos centros de vacinação privados no Estado, recebeu material com informações a respeito da vacina, mas defende que a imunização...
agazeta.com.br",https://pbs.twimg.com/card_img/1359670756142166017/ev6ukgkO?format=jpg&name=small,,2,18
the new adve of old,@felimpp,2021-01-03T23:51:16.000Z,a OMS fazendo o rastreio dos casos de corona e chegando a conclusão q a origem da pandemia foi aqui,"Comentar o Tweet
gab anti karol conká
@gab_chase
 · 3 de jan
Relembrar é viver: fãs de Sense8 promovem beijaço contra o cancelamento da série pela Netflix",https://pbs.twimg.com/profile_images/1357944961614958593/TQuJz0lS_mini.jpg,1,,16
Iúri Honda,@HondaIuri,2021-01-03T23:59:42.000Z,"Não sei exatamente o que está escrito ali, mas acho que tá falando sobre vacina",,https://pbs.twimg.com/media/Eq2HUI9XAAACerS?format=jpg&name=small,,,7
